case_id,split,seed,turns,voltage_v,velocity_um_s,particles_total,correct_fraction,live_recovery,dead_removal,live_purity,dead_outlet_purity,wall_loss,live_inner,live_outer,live_lost,dead_inner,dead_outer,dead_lost,mean_live_re_cm,mean_dead_re_cm,mean_live_radius_um,mean_dead_radius_um
turns_4_voltage_9_velocity_1000um_s,validation,101,4.0,9.0,1000.0,300,0.39,0.25333333333333335,0.5266666666666666,0.36538461538461536,0.6076923076923076,0.22,38,51,61,66,79,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_9_velocity_1000um_s,validation,103,4.0,9.0,1000.0,300,0.3933333333333333,0.26,0.5266666666666666,0.37142857142857144,0.6220472440944882,0.22666666666666666,39,48,63,66,79,5,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_9_velocity_1000um_s,validation,107,4.0,9.0,1000.0,300,0.37666666666666665,0.28,0.47333333333333333,0.39622641509433965,0.5772357723577236,0.23666666666666666,42,52,56,64,71,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_9_velocity_1500um_s,design,7,4.0,9.0,1500.0,300,0.36666666666666664,0.26,0.47333333333333333,0.36792452830188677,0.5107913669064749,0.18333333333333332,39,68,43,67,71,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_9_velocity_1500um_s,design,11,4.0,9.0,1500.0,300,0.41333333333333333,0.28,0.5466666666666666,0.3853211009174312,0.5616438356164384,0.15,42,64,44,67,82,1,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_9_velocity_1500um_s,design,13,4.0,9.0,1500.0,300,0.4033333333333333,0.2866666666666667,0.52,0.40186915887850466,0.5531914893617021,0.17333333333333334,43,63,44,64,78,8,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_9_velocity_1500um_s,validation,101,4.0,9.0,1500.0,300,0.41,0.28,0.54,0.39622641509433965,0.5510204081632653,0.15666666666666668,42,66,42,64,81,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_9_velocity_1500um_s,validation,103,4.0,9.0,1500.0,300,0.39666666666666667,0.26666666666666666,0.5266666666666666,0.38095238095238093,0.5642857142857143,0.18333333333333332,40,61,49,65,79,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_9_velocity_1500um_s,validation,107,4.0,9.0,1500.0,300,0.36666666666666664,0.26666666666666666,0.4666666666666667,0.38095238095238093,0.5223880597014925,0.20333333333333334,40,64,46,65,70,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_9_velocity_2000um_s,design,7,4.0,9.0,2000.0,300,0.38,0.2866666666666667,0.47333333333333333,0.39090909090909093,0.4965034965034965,0.15666666666666668,43,72,35,67,71,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_9_velocity_2000um_s,design,11,4.0,9.0,2000.0,300,0.44,0.3333333333333333,0.5466666666666666,0.43103448275862066,0.5359477124183006,0.10333333333333333,50,71,29,66,82,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_9_velocity_2000um_s,design,13,4.0,9.0,2000.0,300,0.4,0.29333333333333333,0.5066666666666667,0.4074074074074074,0.5170068027210885,0.15,44,71,35,64,76,10,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_9_velocity_2000um_s,validation,101,4.0,9.0,2000.0,300,0.4166666666666667,0.29333333333333333,0.54,0.411214953271028,0.5436241610738255,0.14666666666666667,44,68,38,63,81,6,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_9_velocity_2000um_s,validation,103,4.0,9.0,2000.0,300,0.4,0.26,0.54,0.38235294117647056,0.5510204081632653,0.17,39,66,45,63,81,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_9_velocity_2000um_s,validation,107,4.0,9.0,2000.0,300,0.3566666666666667,0.25333333333333335,0.46,0.36893203883495146,0.5073529411764706,0.20333333333333334,38,67,45,65,69,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_9_velocity_3000um_s,design,7,4.0,9.0,3000.0,300,0.44333333333333336,0.4066666666666667,0.48,0.48031496062992124,0.5,0.09666666666666666,61,72,17,66,72,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_9_velocity_3000um_s,design,11,4.0,9.0,3000.0,300,0.44333333333333336,0.3466666666666667,0.54,0.4406779661016949,0.5126582278481012,0.08,52,77,21,66,81,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_9_velocity_3000um_s,design,13,4.0,9.0,3000.0,300,0.44333333333333336,0.37333333333333335,0.5133333333333333,0.47863247863247865,0.5099337748344371,0.10666666666666667,56,74,20,61,77,12,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_9_velocity_3000um_s,validation,101,4.0,9.0,3000.0,300,0.42,0.30666666666666664,0.5333333333333333,0.42592592592592593,0.5063291139240507,0.11333333333333333,46,78,26,62,80,8,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_9_velocity_3000um_s,validation,103,4.0,9.0,3000.0,300,0.43,0.32,0.54,0.43636363636363634,0.525974025974026,0.12,48,73,29,62,81,7,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_9_velocity_3000um_s,validation,107,4.0,9.0,3000.0,300,0.37666666666666665,0.2866666666666667,0.4666666666666667,0.40186915887850466,0.4827586206896552,0.16,43,75,32,64,70,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_10_velocity_800um_s,design,7,4.0,10.0,800.0,300,0.33666666666666667,0.22,0.4533333333333333,0.3142857142857143,0.6296296296296297,0.29,33,40,77,72,68,10,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_10_velocity_800um_s,design,11,4.0,10.0,800.0,300,0.3566666666666667,0.18666666666666668,0.5266666666666666,0.2916666666666667,0.6694915254237288,0.2866666666666667,28,39,83,68,79,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_10_velocity_800um_s,design,13,4.0,10.0,800.0,300,0.37333333333333335,0.23333333333333334,0.5133333333333333,0.35714285714285715,0.6875,0.3,35,35,80,63,77,10,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_10_velocity_800um_s,validation,101,4.0,10.0,800.0,300,0.36,0.20666666666666667,0.5133333333333333,0.3163265306122449,0.652542372881356,0.28,31,41,78,67,77,6,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_10_velocity_800um_s,validation,103,4.0,10.0,800.0,300,0.36333333333333334,0.2,0.5266666666666666,0.3157894736842105,0.6810344827586207,0.2966666666666667,30,37,83,65,79,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_10_velocity_800um_s,validation,107,4.0,10.0,800.0,300,0.3433333333333333,0.2,0.4866666666666667,0.32608695652173914,0.6460176991150443,0.31666666666666665,30,40,80,62,73,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_10_velocity_1000um_s,design,7,4.0,10.0,1000.0,300,0.37,0.26,0.48,0.3644859813084112,0.6050420168067226,0.24666666666666667,39,47,64,68,72,10,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_10_velocity_1000um_s,design,11,4.0,10.0,1000.0,300,0.39,0.24,0.54,0.34951456310679613,0.648,0.24,36,44,70,67,81,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_10_velocity_1000um_s,design,13,4.0,10.0,1000.0,300,0.36666666666666664,0.22,0.5133333333333333,0.336734693877551,0.6363636363636364,0.27,33,44,73,65,77,8,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_10_velocity_1000um_s,validation,101,4.0,10.0,1000.0,300,0.38333333333333336,0.23333333333333334,0.5333333333333333,0.35,0.6201550387596899,0.23666666666666666,35,49,66,65,80,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_10_velocity_1000um_s,validation,103,4.0,10.0,1000.0,300,0.38666666666666666,0.24666666666666667,0.5266666666666666,0.3592233009708738,0.6528925619834711,0.25333333333333335,37,42,71,66,79,5,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_10_velocity_1000um_s,validation,107,4.0,10.0,1000.0,300,0.36666666666666664,0.24666666666666667,0.4866666666666667,0.36633663366336633,0.6134453781512605,0.26666666666666666,37,46,67,64,73,13,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_10_velocity_1500um_s,design,7,4.0,10.0,1500.0,300,0.3466666666666667,0.22,0.47333333333333333,0.33,0.5182481751824818,0.21,33,66,51,67,71,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_10_velocity_1500um_s,design,11,4.0,10.0,1500.0,300,0.4066666666666667,0.26666666666666666,0.5466666666666666,0.37383177570093457,0.5899280575539568,0.18,40,57,53,67,82,1,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_10_velocity_1500um_s,design,13,4.0,10.0,1500.0,300,0.3933333333333333,0.26666666666666666,0.52,0.38461538461538464,0.5571428571428572,0.18666666666666668,40,62,48,64,78,8,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_10_velocity_1500um_s,validation,101,4.0,10.0,1500.0,300,0.41,0.28,0.54,0.39622641509433965,0.574468085106383,0.17666666666666667,42,60,48,64,81,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_10_velocity_1500um_s,validation,103,4.0,10.0,1500.0,300,0.38333333333333336,0.24666666666666667,0.52,0.3592233009708738,0.5864661654135338,0.21333333333333335,37,55,58,66,78,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_10_velocity_1500um_s,validation,107,4.0,10.0,1500.0,300,0.36666666666666664,0.26666666666666666,0.4666666666666667,0.38095238095238093,0.5426356589147286,0.22,40,59,51,65,70,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_10_velocity_2000um_s,design,7,4.0,10.0,2000.0,300,0.36,0.24666666666666667,0.47333333333333333,0.3557692307692308,0.4965034965034965,0.17666666666666667,37,72,41,67,71,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_10_velocity_2000um_s,design,11,4.0,10.0,2000.0,300,0.42333333333333334,0.3,0.5466666666666666,0.40540540540540543,0.5540540540540541,0.13666666666666666,45,66,39,66,82,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_10_velocity_2000um_s,design,13,4.0,10.0,2000.0,300,0.3933333333333333,0.2733333333333333,0.5133333333333333,0.3904761904761905,0.5273972602739726,0.16333333333333333,41,69,40,64,77,9,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_10_velocity_2000um_s,validation,101,4.0,10.0,2000.0,300,0.42333333333333334,0.3,0.5466666666666666,0.4166666666666667,0.5540540540540541,0.14666666666666667,45,66,39,63,82,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_10_velocity_2000um_s,validation,103,4.0,10.0,2000.0,300,0.4033333333333333,0.26666666666666666,0.54,0.3883495145631068,0.5586206896551724,0.17333333333333334,40,64,46,63,81,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_10_velocity_2000um_s,validation,107,4.0,10.0,2000.0,300,0.3566666666666667,0.25333333333333335,0.46,0.36893203883495146,0.5149253731343284,0.21,38,65,47,65,69,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_10_velocity_3000um_s,design,7,4.0,10.0,3000.0,300,0.42333333333333334,0.36666666666666664,0.48,0.45454545454545453,0.5,0.11666666666666667,55,72,23,66,72,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_10_velocity_3000um_s,design,11,4.0,10.0,3000.0,300,0.4166666666666667,0.29333333333333333,0.54,0.4,0.5159235668789809,0.11,44,76,30,66,81,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_10_velocity_3000um_s,design,13,4.0,10.0,3000.0,300,0.43666666666666665,0.36,0.5133333333333333,0.46956521739130436,0.5167785234899329,0.12,54,72,24,61,77,12,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_10_velocity_3000um_s,validation,101,4.0,10.0,3000.0,300,0.4,0.2733333333333333,0.5266666666666666,0.3942307692307692,0.5096774193548387,0.13666666666666666,41,76,33,63,79,8,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_10_velocity_3000um_s,validation,103,4.0,10.0,3000.0,300,0.4066666666666667,0.28,0.5333333333333333,0.4,0.5405405405405406,0.15666666666666668,42,68,40,63,80,7,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_10_velocity_3000um_s,validation,107,4.0,10.0,3000.0,300,0.36666666666666664,0.26666666666666666,0.4666666666666667,0.38461538461538464,0.49295774647887325,0.18,40,72,38,64,70,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_11_velocity_800um_s,design,7,4.0,11.0,800.0,300,0.33,0.20666666666666667,0.4533333333333333,0.3069306930693069,0.68,0.33,31,32,87,70,68,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_11_velocity_800um_s,design,11,4.0,11.0,800.0,300,0.36333333333333334,0.2,0.5266666666666666,0.30612244897959184,0.7383177570093458,0.31666666666666665,30,28,92,68,79,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_11_velocity_800um_s,design,13,4.0,11.0,800.0,300,0.37666666666666665,0.24,0.5133333333333333,0.3673469387755102,0.7264150943396226,0.32,36,29,85,62,77,11,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_11_velocity_800um_s,validation,101,4.0,11.0,800.0,300,0.36,0.2,0.52,0.3125,0.7222222222222222,0.32,30,30,90,66,78,6,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_11_velocity_800um_s,validation,103,4.0,11.0,800.0,300,0.3333333333333333,0.14666666666666667,0.52,0.2558139534883721,0.7428571428571429,0.36333333333333334,22,27,101,64,78,8,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_11_velocity_800um_s,validation,107,4.0,11.0,800.0,300,0.33,0.18,0.48,0.3,0.6990291262135923,0.3566666666666667,27,31,92,63,72,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_11_velocity_1000um_s,design,7,4.0,11.0,1000.0,300,0.3566666666666667,0.24,0.47333333333333333,0.34285714285714286,0.6339285714285714,0.27666666666666667,36,41,73,69,71,10,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_11_velocity_1000um_s,design,11,4.0,11.0,1000.0,300,0.36333333333333334,0.18666666666666668,0.54,0.2978723404255319,0.6694214876033058,0.2833333333333333,28,40,82,66,81,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_11_velocity_1000um_s,design,13,4.0,11.0,1000.0,300,0.37333333333333335,0.22666666666666666,0.52,0.35051546391752575,0.6842105263157895,0.2966666666666667,34,36,80,63,78,9,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_11_velocity_1000um_s,validation,101,4.0,11.0,1000.0,300,0.37333333333333335,0.22,0.5266666666666666,0.3333333333333333,0.6475409836065574,0.2633333333333333,33,43,74,66,79,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_11_velocity_1000um_s,validation,103,4.0,11.0,1000.0,300,0.36666666666666664,0.20666666666666667,0.5266666666666666,0.3229166666666667,0.6694915254237288,0.2866666666666667,31,39,80,65,79,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_11_velocity_1000um_s,validation,107,4.0,11.0,1000.0,300,0.35333333333333333,0.22,0.4866666666666667,0.34375,0.6403508771929824,0.3,33,41,76,63,73,14,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_11_velocity_1500um_s,design,7,4.0,11.0,1500.0,300,0.3566666666666667,0.23333333333333334,0.48,0.3431372549019608,0.5538461538461539,0.22666666666666666,35,58,57,67,72,11,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_11_velocity_1500um_s,design,11,4.0,11.0,1500.0,300,0.39,0.23333333333333334,0.5466666666666666,0.3465346534653465,0.6119402985074627,0.21666666666666667,35,52,63,66,82,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_11_velocity_1500um_s,design,13,4.0,11.0,1500.0,300,0.37,0.21333333333333335,0.5266666666666666,0.3368421052631579,0.572463768115942,0.22333333333333333,32,59,59,63,79,8,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_11_velocity_1500um_s,validation,101,4.0,11.0,1500.0,300,0.4066666666666667,0.26666666666666666,0.5466666666666666,0.3883495145631068,0.6165413533834586,0.21333333333333335,40,51,59,63,82,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_11_velocity_1500um_s,validation,103,4.0,11.0,1500.0,300,0.3933333333333333,0.26,0.5266666666666666,0.375,0.6171875,0.22666666666666666,39,49,62,65,79,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_11_velocity_1500um_s,validation,107,4.0,11.0,1500.0,300,0.37,0.2733333333333333,0.4666666666666667,0.3904761904761905,0.5691056910569106,0.24,41,53,56,64,70,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_11_velocity_2000um_s,design,7,4.0,11.0,2000.0,300,0.35,0.22666666666666666,0.47333333333333333,0.33663366336633666,0.5144927536231884,0.20333333333333334,34,67,49,67,71,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_11_velocity_2000um_s,design,11,4.0,11.0,2000.0,300,0.4033333333333333,0.26,0.5466666666666666,0.37142857142857144,0.5734265734265734,0.17333333333333334,39,61,50,66,82,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_11_velocity_2000um_s,design,13,4.0,11.0,2000.0,300,0.39666666666666667,0.2733333333333333,0.52,0.3942307692307692,0.5531914893617021,0.18333333333333332,41,63,46,63,78,9,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_11_velocity_2000um_s,validation,101,4.0,11.0,2000.0,300,0.41333333333333333,0.28,0.5466666666666666,0.4,0.5616438356164384,0.16333333333333333,42,64,44,63,82,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_11_velocity_2000um_s,validation,103,4.0,11.0,2000.0,300,0.3933333333333333,0.25333333333333335,0.5333333333333333,0.37254901960784315,0.5755395683453237,0.19666666666666666,38,59,53,64,80,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_11_velocity_2000um_s,validation,107,4.0,11.0,2000.0,300,0.36,0.26,0.46,0.375,0.5227272727272727,0.21333333333333335,39,63,48,65,69,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_11_velocity_3000um_s,design,7,4.0,11.0,3000.0,300,0.39,0.3,0.48,0.40540540540540543,0.496551724137931,0.14666666666666667,45,73,32,66,72,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_11_velocity_3000um_s,design,11,4.0,11.0,3000.0,300,0.43,0.32,0.54,0.42105263157894735,0.5328947368421053,0.11333333333333333,48,71,31,66,81,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_11_velocity_3000um_s,design,13,4.0,11.0,3000.0,300,0.4066666666666667,0.3,0.5133333333333333,0.42452830188679247,0.5202702702702703,0.15333333333333332,45,71,34,61,77,12,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_11_velocity_3000um_s,validation,101,4.0,11.0,3000.0,300,0.4,0.2733333333333333,0.5266666666666666,0.3942307692307692,0.5266666666666666,0.15333333333333332,41,71,38,63,79,8,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_11_velocity_3000um_s,validation,103,4.0,11.0,3000.0,300,0.4,0.26666666666666666,0.5333333333333333,0.3883495145631068,0.547945205479452,0.17,40,66,44,63,80,7,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_11_velocity_3000um_s,validation,107,4.0,11.0,3000.0,300,0.36333333333333334,0.26,0.4666666666666667,0.3786407766990291,0.5147058823529411,0.20333333333333334,39,66,45,64,70,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_12_velocity_800um_s,design,7,4.0,12.0,800.0,300,0.31666666666666665,0.18,0.4533333333333333,0.28125,0.7391304347826086,0.37333333333333335,27,24,99,69,68,13,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_12_velocity_800um_s,design,11,4.0,12.0,800.0,300,0.3466666666666667,0.17333333333333334,0.52,0.2765957446808511,0.7722772277227723,0.35,26,23,101,68,78,4,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_12_velocity_800um_s,design,13,4.0,12.0,800.0,300,0.34,0.16666666666666666,0.5133333333333333,0.28735632183908044,0.77,0.37666666666666665,25,23,102,62,77,11,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_12_velocity_800um_s,validation,101,4.0,12.0,800.0,300,0.35,0.17333333333333334,0.5266666666666666,0.28888888888888886,0.7669902912621359,0.3566666666666667,26,24,100,64,79,7,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_12_velocity_800um_s,validation,103,4.0,12.0,800.0,300,0.3333333333333333,0.14,0.5266666666666666,0.25,0.79,0.38666666666666666,21,21,108,63,79,8,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_12_velocity_800um_s,validation,107,4.0,12.0,800.0,300,0.31333333333333335,0.15333333333333332,0.47333333333333333,0.26436781609195403,0.7395833333333334,0.39,23,25,102,64,71,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_12_velocity_1000um_s,design,7,4.0,12.0,1000.0,300,0.3466666666666667,0.22666666666666666,0.4666666666666667,0.3333333333333333,0.6862745098039216,0.32,34,32,84,68,70,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_12_velocity_1000um_s,design,11,4.0,12.0,1000.0,300,0.37,0.20666666666666667,0.5333333333333333,0.3163265306122449,0.7272727272727273,0.30666666666666664,31,30,89,67,80,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_12_velocity_1000um_s,design,13,4.0,12.0,1000.0,300,0.37333333333333335,0.23333333333333334,0.5133333333333333,0.36082474226804123,0.7129629629629629,0.31666666666666665,35,31,84,62,77,11,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_12_velocity_1000um_s,validation,101,4.0,12.0,1000.0,300,0.36333333333333334,0.2,0.5266666666666666,0.3157894736842105,0.6991150442477876,0.30666666666666664,30,34,86,65,79,6,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_12_velocity_1000um_s,validation,103,4.0,12.0,1000.0,300,0.33,0.12666666666666668,0.5333333333333333,0.2345679012345679,0.7017543859649122,0.35,19,34,97,62,80,8,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_12_velocity_1000um_s,validation,107,4.0,12.0,1000.0,300,0.33666666666666667,0.18666666666666668,0.4866666666666667,0.3111111111111111,0.6822429906542056,0.3433333333333333,28,34,88,62,73,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_12_velocity_1500um_s,design,7,4.0,12.0,1500.0,300,0.37,0.26,0.48,0.36792452830188677,0.5853658536585366,0.23666666666666666,39,51,60,67,72,11,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_12_velocity_1500um_s,design,11,4.0,12.0,1500.0,300,0.38666666666666666,0.22666666666666666,0.5466666666666666,0.34,0.6307692307692307,0.23333333333333334,34,48,68,66,82,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_12_velocity_1500um_s,design,13,4.0,12.0,1500.0,300,0.38,0.23333333333333334,0.5266666666666666,0.35714285714285715,0.6220472440944882,0.25,35,48,67,63,79,8,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_12_velocity_1500um_s,validation,101,4.0,12.0,1500.0,300,0.3933333333333333,0.24666666666666667,0.54,0.36633663366336633,0.6183206106870229,0.22666666666666666,37,50,63,64,81,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_12_velocity_1500um_s,validation,103,4.0,12.0,1500.0,300,0.39666666666666667,0.26,0.5333333333333333,0.375,0.6504065040650406,0.24333333333333335,39,43,68,65,80,5,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_12_velocity_1500um_s,validation,107,4.0,12.0,1500.0,300,0.36,0.25333333333333335,0.4666666666666667,0.37254901960784315,0.5932203389830508,0.26666666666666666,38,48,64,64,70,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_12_velocity_2000um_s,design,7,4.0,12.0,2000.0,300,0.3433333333333333,0.21333333333333335,0.47333333333333333,0.32323232323232326,0.5182481751824818,0.21333333333333335,32,66,52,67,71,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_12_velocity_2000um_s,design,11,4.0,12.0,2000.0,300,0.38333333333333336,0.22666666666666666,0.54,0.33663366336633666,0.5869565217391305,0.20333333333333334,34,57,59,67,81,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_12_velocity_2000um_s,design,13,4.0,12.0,2000.0,300,0.3933333333333333,0.25333333333333335,0.5333333333333333,0.38,0.5633802816901409,0.19333333333333333,38,62,50,62,80,8,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_12_velocity_2000um_s,validation,101,4.0,12.0,2000.0,300,0.4066666666666667,0.26666666666666666,0.5466666666666666,0.3883495145631068,0.5857142857142857,0.19,40,58,52,63,82,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_12_velocity_2000um_s,validation,103,4.0,12.0,2000.0,300,0.3933333333333333,0.25333333333333335,0.5333333333333333,0.37254901960784315,0.5970149253731343,0.21333333333333335,38,54,58,64,80,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
