class,particle_id,progress,theta_rad,lateral_m,x_m,y_m,outlet
live,0,0.7923076923076923,6.003561917614117,-1.97865800855781e-06,0.001073162657461826,-0.0003081857727144041,outer
live,0,0.7961538461538461,6.032705422068554,-1.8844220011955155e-06,0.0010820663780960718,-0.00027687913616830407,outer
live,0,0.8,6.061848926522992,-1.765756985290276e-06,0.0010900329337926778,-0.00024530954105822565,outer
live,0,0.8038461538461539,6.09099243097743,-1.6547649442872938e-06,0.0010970858387361257,-0.00021351232638380612,outer
live,0,0.8076923076923077,6.120135935431867,-1.5249120768554774e-06,0.0011031925133133543,-0.0001815090179277629,outer
live,0,0.8115384615384615,6.149279439886305,-1.4327254929908522e-06,0.0011084027636989787,-0.00014933669132668158,outer
live,0,0.8153846153846154,6.178422944340743,-1.3798544241472283e-06,0.0011127136776188683,-0.00011701952147962508,outer
live,0,0.8192307692307692,6.2075664487951805,-1.3102376270316032e-06,0.0011160654930016845,-8.457639555048462e-05,outer
live,0,0.823076923076923,6.236709953249618,-1.2553676143909232e-06,0.001118485939918379,-5.2038192163158736e-05,outer
live,0,0.8269230769230769,6.265853457704056,-1.196498669870589e-06,0.0011199535950543636,-1.9430613151144643e-05,outer
live,0,0.8307692307692308,6.294996962158494,-1.1022544427124368e-06,0.0011204350957671185,1.3218416751762731e-05,outer
live,0,0.8346153846153846,6.324140466612931,-9.870445836376014e-07,0.0011199437194973005,4.5878452519871526e-05,outer
live,0,0.8384615384615385,6.353283971067369,-8.620946162808285e-07,0.001118490485153092,7.852052408392483e-05,outer
live,0,0.8423076923076923,6.382427475521807,-7.530530543784073e-07,0.001116101608253029,0.00011111818310008147,outer
live,0,0.8461538461538461,6.411570979976244,-6.609868623525454e-07,0.0011127794445349717,0.00014364519638258448,outer
live,0,0.85,6.440714484430682,-5.321876096912138e-07,0.001108472843285403,0.00017606770017494447,outer
live,0,0.8538461538461538,6.46985798888512,-4.496472870174836e-07,0.0011032670434939357,0.00020836907551243438,outer
live,0,0.8576923076923076,6.4990014933395575,-3.642254231525508e-07,0.0010971170084809923,0.0002405159539390809,outer
live,0,0.8615384615384616,6.528144997793995,-2.56879891560794e-07,0.0010900088032897437,0.00027247630450059646,outer
live,0,0.8653846153846154,6.557288502248433,-2.0123073007292235e-07,0.0010820194098339296,0.0003042398382015448,outer
live,0,0.8692307692307693,6.5864320067028705,-1.268065814704825e-07,0.0010730862536858198,0.0003357637288823783,outer
live,0,0.8730769230769231,6.615575511157308,-5.0808312181286036e-08,0.0010632330380753248,0.00036702479472969864,outer
live,0,0.8769230769230769,6.644719015611746,3.6460163254563794e-08,0.0010524583937629236,0.0003979928408755993,outer
live,0,0.8807692307692307,6.673862520066184,1.1220231318137258e-07,0.0010407923629844706,0.00042864877205011205,outer
live,0,0.8846153846153846,6.703006024520621,1.1686396056283347e-07,0.0010282985867642008,0.0004589907057644795,outer
live,0,0.8884615384615384,6.732149528975059,1.1151148508060254e-07,0.0010149291606791663,0.0004889726084036908,outer
live,0,0.8923076923076924,6.761293033429497,9.973458999651465e-08,0.0010006911155038896,0.0005185678614631991,outer
live,0,0.8961538461538462,6.790436537883934,6.870853609842787e-08,0.0009856068452641848,0.0005477575229046642,outer
live,0,0.9,6.819580042338372,2.688100655376245e-08,0.0009696802898356749,0.0005765136731818355,outer
live,0,0.9038461538461539,6.84872354679281,1.0725489604308965e-08,0.0009528926608699346,0.0006047931816207408,outer
